ID,STUDIES_ID,Site_L1,Site_L2,Site_L3,Site_long,Site_lat,Site_year,Site_month,Site_method,N,Species,Den_admin,Num_admin,Habitat,Den_hab,Num_hab,Den_unit,
9473,HUBEI_12,Hubei,Jingmen,NA,112.2,31.05,2012,7,Light trapping(UV),2,Armigeres subalbatus,12.95,,NA,,,individuals/(trap，night),
9474,HUBEI_12,Hubei,Jingmen,NA,112.2,31.05,2012,7,Light trapping(UV),2,Culex tritaeniorhynchus,267.55,,NA,,,individuals/(trap，night),
9475,HUBEI_12,Hubei,Jingmen,NA,112.2,31.05,2012,8,Light trapping(UV),2,Total,164.2,,NA,,,individuals/(trap，night),
9476,HUBEI_12,Hubei,Jingmen,NA,112.2,31.05,2012,8,Light trapping(UV),2,Culex pipiens pallens,49.8,,NA,,,individuals/(trap，night),
9477,HUBEI_12,Hubei,Jingmen,NA,112.2,31.05,2012,8,Light trapping(UV),2,Anopheles sinensis,18.8,,NA,,,individuals/(trap，night),
9478,HUBEI_12,Hubei,Jingmen,NA,112.2,31.05,2012,8,Light trapping(UV),2,Armigeres subalbatus,5.5,,NA,,,individuals/(trap，night),
9479,HUBEI_12,Hubei,Jingmen,NA,112.2,31.05,2012,8,Light trapping(UV),2,Culex tritaeniorhynchus,89.35,,NA,,,individuals/(trap，night),
9480,HUBEI_12,Hubei,Jingmen,NA,112.2,31.05,2012,9,Light trapping(UV),2,Total,55.35,,NA,,,individuals/(trap，night),
9481,HUBEI_12,Hubei,Jingmen,NA,112.2,31.05,2012,9,Light trapping(UV),2,Culex pipiens pallens,16.55,,NA,,,individuals/(trap，night),
9482,HUBEI_12,Hubei,Jingmen,NA,112.2,31.05,2012,9,Light trapping(UV),2,Anopheles sinensis,6.5,,NA,,,individuals/(trap，night),
9483,HUBEI_12,Hubei,Jingmen,NA,112.2,31.05,2012,9,Light trapping(UV),2,Armigeres subalbatus,6.35,,NA,,,individuals/(trap，night),
9484,HUBEI_12,Hubei,Jingmen,NA,112.2,31.05,2012,9,Light trapping(UV),2,Culex tritaeniorhynchus,24.05,,NA,,,individuals/(trap，night),
9485,HUBEI_12,Hubei,Jingmen,NA,112.2,31.05,2012,10,Light trapping(UV),2,Total,5.8,,NA,,,individuals/(trap，night),
9486,HUBEI_12,Hubei,Jingmen,NA,112.2,31.05,2012,10,Light trapping(UV),2,Culex pipiens pallens,2.85,,NA,,,individuals/(trap，night),
9487,HUBEI_12,Hubei,Jingmen,NA,112.2,31.05,2012,10,Light trapping(UV),2,Anopheles sinensis,1.05,,NA,,,individuals/(trap，night),
9488,HUBEI_12,Hubei,Jingmen,NA,112.2,31.05,2012,10,Light trapping(UV),2,Armigeres subalbatus,1.65,,NA,,,individuals/(trap，night),
9489,HUBEI_12,Hubei,Jingmen,NA,112.2,31.05,2012,10,Light trapping(UV),2,Culex tritaeniorhynchus,0.45,,NA,,,individuals/(trap，night),
9490,HUBEI_13,Hubei,NA,NA,,,1993,5,Tent trapping,3,Anopheles anthropophagus,,,Rural residential area,0.2,,individuals/tent,
9491,HUBEI_13,Hubei,NA,NA,,,1993,5,Tent trapping,3,Anopheles sinensis,,,Rural residential area,0.02,,individuals/tent,
9492,HUBEI_13,Hubei,NA,NA,,,1993,5,Tent trapping,3,Culex,,,Rural residential area,,13,,
9493,HUBEI_13,Hubei,NA,NA,,,1993,5,Tent trapping,3,Culex,,,Livestock shed,,10,,
9494,HUBEI_13,Hubei,NA,NA,,,1993,5,Tent trapping,3,Culex,,,Livestock shed,,,,
9495,HUBEI_13,Hubei,NA,NA,,,1993,5,Tent trapping,3,Culex,,,NA,,,,
9496,HUBEI_13,Hubei,NA,NA,,,1993,6,Tent trapping,3,Anopheles anthropophagus,,,Rural residential area,0.57,,individuals/tent,
9497,HUBEI_13,Hubei,NA,NA,,,1993,6,Tent trapping,3,Anopheles sinensis,,,Rural residential area,0.05,,individuals/tent,
9498,HUBEI_13,Hubei,NA,NA,,,1993,6,Tent trapping,3,Culex,,,Rural residential area,,56,,
9499,HUBEI_13,Hubei,NA,NA,,,1993,6,Tent trapping,3,Culex,,,Livestock shed,,556,,
9500,HUBEI_13,Hubei,NA,NA,,,1993,6,Tent trapping,3,Culex,,,Livestock shed,,16,,
9501,HUBEI_13,Hubei,NA,NA,,,1993,6,Tent trapping,3,Culex,,,NA,,0,,
9502,HUBEI_13,Hubei,NA,NA,,,1993,7,Tent trapping,3,Anopheles anthropophagus,,,Rural residential area,0.56,,individuals/tent,
9503,HUBEI_13,Hubei,NA,NA,,,1993,7,Tent trapping,3,Anopheles sinensis,,,Rural residential area,0.07,,individuals/tent,
9504,HUBEI_13,Hubei,NA,NA,,,1993,7,Tent trapping,3,Culex,,,Rural residential area,,58,,
9505,HUBEI_13,Hubei,NA,NA,,,1993,7,Tent trapping,3,Culex,,,Livestock shed,,254,,
9506,HUBEI_13,Hubei,NA,NA,,,1993,7,Tent trapping,3,Culex,,,Livestock shed,,95,,
9507,HUBEI_13,Hubei,NA,NA,,,1993,7,Tent trapping,3,Culex,,,NA,,2,,
9508,HUBEI_13,Hubei,NA,NA,,,1993,8,Tent trapping,3,Anopheles anthropophagus,,,Rural residential area,0.21,,individuals/tent,
9509,HUBEI_13,Hubei,NA,NA,,,1993,8,Tent trapping,3,Anopheles sinensis,,,Rural residential area,0.14,,individuals/tent,
9510,HUBEI_13,Hubei,NA,NA,,,1993,8,Tent trapping,3,Culex,,,Rural residential area,,32,,
9511,HUBEI_13,Hubei,NA,NA,,,1993,8,Tent trapping,3,Culex,,,Livestock shed,,145,,
9512,HUBEI_13,Hubei,NA,NA,,,1993,8,Tent trapping,3,Culex,,,Livestock shed,,54,,
9513,HUBEI_13,Hubei,NA,NA,,,1993,8,Tent trapping,3,Culex,,,NA,,45,,
9514,HUBEI_13,Hubei,NA,NA,,,1993,9,Tent trapping,3,Anopheles anthropophagus,,,Rural residential area,0.6,,individuals/tent,
9515,HUBEI_13,Hubei,NA,NA,,,1993,9,Tent trapping,3,Anopheles sinensis,,,Rural residential area,0.12,,individuals/tent,
9516,HUBEI_13,Hubei,NA,NA,,,1993,9,Tent trapping,3,Culex,,,Rural residential area,,65,,
9517,HUBEI_13,Hubei,NA,NA,,,1993,9,Tent trapping,3,Culex,,,Livestock shed,,52,,
9518,HUBEI_13,Hubei,NA,NA,,,1993,9,Tent trapping,3,Culex,,,Livestock shed,,77,,
9519,HUBEI_13,Hubei,NA,NA,,,1993,9,Tent trapping,3,Culex,,,NA,,13,,
9520,HUBEI_13,Hubei,NA,NA,,,1993,10,Tent trapping,3,Anopheles anthropophagus,,,Rural residential area,0.5,,individuals/tent,
9521,HUBEI_13,Hubei,NA,NA,,,1993,10,Tent trapping,3,Anopheles sinensis,,,Rural residential area,0.08,,individuals/tent,
9522,HUBEI_13,Hubei,NA,NA,,,1993,10,Tent trapping,3,Culex,,,Rural residential area,,53,,
9523,HUBEI_13,Hubei,NA,NA,,,1993,10,Tent trapping,3,Culex,,,Livestock shed,,42,,
9524,HUBEI_13,Hubei,NA,NA,,,1993,10,Tent trapping,3,Culex,,,Livestock shed,,50,,
9525,HUBEI_13,Hubei,NA,NA,,,1993,10,Tent trapping,3,Culex,,,NA,,0,,
9526,HUBEI_13,Hubei,NA,NA,,,1993,11,Tent trapping,3,Anopheles anthropophagus,,,Rural residential area,0.09,,individuals/tent,
9527,HUBEI_13,Hubei,NA,NA,,,1993,11,Tent trapping,3,Anopheles sinensis,,,Rural residential area,0,,individuals/tent,
9528,HUBEI_13,Hubei,NA,NA,,,1993,11,Tent trapping,3,Culex,,,Rural residential area,,5,,
9529,HUBEI_13,Hubei,NA,NA,,,1993,11,Tent trapping,3,Culex,,,Livestock shed,,9,,
9530,HUBEI_13,Hubei,NA,NA,,,1993,11,Tent trapping,3,Culex,,,Livestock shed,,0,,
9531,HUBEI_13,Hubei,NA,NA,,,1993,11,Tent trapping,3,Culex,,,NA,,,,
9532,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,5,Breteau index,1,Aedes,26,,NA,,,%,
9533,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,5,Container index,1,Aedes,19.2,,NA,,,%,
9534,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,5,House index,1,Aedes,19,,NA,,,%,
9535,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,5,Thousand person index,1,Aedes,77.6,,NA,,,%,
9536,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,5,Labor hour,1,Aedes,2,,NA,,,individuals/(person，hour),
9537,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,6,Breteau index,1,Aedes,32,,NA,,,%,
9538,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,6,Container index,1,Aedes,23.5,,NA,,,%,
9539,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,6,House index,1,Aedes,26,,NA,,,%,
9540,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,6,Thousand person index,1,Aedes,82.1,,NA,,,%,
9541,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,6,Labor hour,1,Aedes,2,,NA,,,individuals/(person，hour),
9542,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,7,Breteau index,1,Aedes,52,,NA,,,%,
9543,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,7,Container index,1,Aedes,41.3,,NA,,,%,
9544,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,7,House index,1,Aedes,28,,NA,,,%,
9545,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,7,Thousand person index,1,Aedes,166.7,,NA,,,%,
9546,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,7,Labor hour,1,Aedes,3,,NA,,,individuals/(person，hour),
9547,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,8,Breteau index,1,Aedes,16,,NA,,,%,
9548,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,8,Container index,1,Aedes,8.25,,NA,,,%,
9549,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,8,House index,1,Aedes,14,,NA,,,%,
9550,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,8,Thousand person index,1,Aedes,51.9,,NA,,,%,
9551,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,8,Labor hour,1,Aedes,7,,NA,,,individuals/(person，hour),
9552,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,9,Breteau index,1,Aedes,14,,NA,,,%,
9553,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,9,Container index,1,Aedes,6.73,,NA,,,%,
9554,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,9,House index,1,Aedes,14,,NA,,,%,
9555,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,9,Thousand person index,1,Aedes,40.3,,NA,,,%,
9556,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,9,Labor hour,1,Aedes,1,,NA,,,individuals/(person，hour),
9557,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,10,Breteau index,1,Aedes,4,,NA,,,%,
9558,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,10,Container index,1,Aedes,2.2,,NA,,,%,
9559,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,10,House index,1,Aedes,2,,NA,,,%,
9560,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,10,Thousand person index,1,Aedes,12.9,,NA,,,%,
9561,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2009,10,Labor hour,1,Aedes,2,,NA,,,individuals/(person，hour),
9562,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,5,Breteau index,1,Aedes,2,,NA,,,%,
9563,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,5,Container index,1,Aedes,0.73,,NA,,,%,
9564,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,5,House index,1,Aedes,2,,NA,,,%,
9565,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,5,Thousand person index,1,Aedes,5.68,,NA,,,%,
9566,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,5,Labor hour,1,Aedes,0,,NA,,,individuals/(person，hour),
9567,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,6,Breteau index,1,Aedes,6,,NA,,,%,
9568,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,6,Container index,1,Aedes,2.52,,NA,,,%,
9569,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,6,House index,1,Aedes,6,,NA,,,%,
9570,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,6,Thousand person index,1,Aedes,18.75,,NA,,,%,
9571,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,6,Labor hour,1,Aedes,1,,NA,,,individuals/(person，hour),
9572,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,7,Breteau index,1,Aedes,2,,NA,,,%,
9573,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,7,Container index,1,Aedes,0.74,,NA,,,%,
9574,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,7,House index,1,Aedes,2,,NA,,,%,
9575,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,7,Thousand person index,1,Aedes,5.29,,NA,,,%,
9576,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,7,Labor hour,1,Aedes,2,,NA,,,individuals/(person，hour),
9577,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,8,Breteau index,1,Aedes,2,,NA,,,%,
9578,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,8,Container index,1,Aedes,0.83,,NA,,,%,
9579,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,8,House index,1,Aedes,2,,NA,,,%,
9580,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,8,Thousand person index,1,Aedes,4.83,,NA,,,%,
9581,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,8,Labor hour,1,Aedes,0,,NA,,,individuals/(person，hour),
9582,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,9,Breteau index,1,Aedes,0,,NA,,,%,
9583,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,9,Container index,1,Aedes,0,,NA,,,%,
9584,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,9,House index,1,Aedes,0,,NA,,,%,
9585,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,9,Thousand person index,1,Aedes,0,,NA,,,%,
9586,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,9,Labor hour,1,Aedes,0,,NA,,,individuals/(person，hour),
9587,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,10,Breteau index,1,Aedes,0,,NA,,,%,
9588,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,10,Container index,1,Aedes,0,,NA,,,%,
9589,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,10,House index,1,Aedes,0,,NA,,,%,
9590,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,10,Thousand person index,1,Aedes,0,,NA,,,%,
9591,HUBEI_14,Hubei,Yichang,Xiling,111.29,30.71,2010,10,Labor hour,1,Aedes,1,,NA,,,individuals/(person，hour),
9592,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,1,Breteau index,1,Aedes albopictus,0,,NA,,,%,
9593,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,1,Container index,1,Aedes albopictus,0,,NA,,,%,
9594,HUBEI_15,Hubei,SHouse indexyan,NA,110.81,32.83,2010,1,House index,1,Aedes albopictus,0,,NA,,,%,
9595,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,1,Labor hour,1,Aedes albopictus,0,,NA,,,individuals/(person，hour),
9596,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,2,Breteau index,1,Aedes albopictus,0,,NA,,,%,
9597,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,2,Container index,1,Aedes albopictus,0,,NA,,,%,
9598,HUBEI_15,Hubei,SHouse indexyan,NA,110.81,32.83,2010,2,House index,1,Aedes albopictus,0,,NA,,,%,
9599,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,2,Labor hour,1,Aedes albopictus,0,,NA,,,individuals/(person，hour),
9600,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,3,Breteau index,1,Aedes albopictus,0,,NA,,,%,
9601,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,3,Container index,1,Aedes albopictus,0,,NA,,,%,
9602,HUBEI_15,Hubei,SHouse indexyan,NA,110.81,32.83,2010,3,House index,1,Aedes albopictus,0,,NA,,,%,
9603,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,3,Labor hour,1,Aedes albopictus,0,,NA,,,individuals/(person，hour),
9604,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,4,Breteau index,1,Aedes albopictus,12,,NA,,,%,
9605,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,4,Container index,1,Aedes albopictus,9.23,,NA,,,%,
9606,HUBEI_15,Hubei,SHouse indexyan,NA,110.81,32.83,2010,4,House index,1,Aedes albopictus,8,,NA,,,%,
9607,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,4,Labor hour,1,Aedes albopictus,0,,NA,,,individuals/(person，hour),
9608,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,5,Breteau index,1,Aedes albopictus,64,,NA,,,%,
9609,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,5,Container index,1,Aedes albopictus,41.56,,NA,,,%,
9610,HUBEI_15,Hubei,SHouse indexyan,NA,110.81,32.83,2010,5,House index,1,Aedes albopictus,44,,NA,,,%,
9611,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,5,Labor hour,1,Aedes albopictus,4,,NA,,,individuals/(person，hour),
9612,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,6,Breteau index,1,Aedes albopictus,84,,NA,,,%,
9613,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,6,Container index,1,Aedes albopictus,56,,NA,,,%,
9614,HUBEI_15,Hubei,SHouse indexyan,NA,110.81,32.83,2010,6,House index,1,Aedes albopictus,50,,NA,,,%,
9615,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,6,Labor hour,1,Aedes albopictus,15,,NA,,,individuals/(person，hour),
9616,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,7,Breteau index,1,Aedes albopictus,82,,NA,,,%,
9617,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,7,Container index,1,Aedes albopictus,40.2,,NA,,,%,
9618,HUBEI_15,Hubei,SHouse indexyan,NA,110.81,32.83,2010,7,House index,1,Aedes albopictus,46,,NA,,,%,
9619,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,7,Labor hour,1,Aedes albopictus,18,,NA,,,individuals/(person，hour),
9620,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,8,Breteau index,1,Aedes albopictus,42,,NA,,,%,
9621,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,8,Container index,1,Aedes albopictus,26.25,,NA,,,%,
9622,HUBEI_15,Hubei,SHouse indexyan,NA,110.81,32.83,2010,8,House index,1,Aedes albopictus,36,,NA,,,%,
9623,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,8,Labor hour,1,Aedes albopictus,20,,NA,,,individuals/(person，hour),
9624,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,9,Breteau index,1,Aedes albopictus,36,,NA,,,%,
9625,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,9,Container index,1,Aedes albopictus,19.57,,NA,,,%,
9626,HUBEI_15,Hubei,SHouse indexyan,NA,110.81,32.83,2010,9,House index,1,Aedes albopictus,28,,NA,,,%,
9627,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,9,Labor hour,1,Aedes albopictus,9,,NA,,,individuals/(person，hour),
9628,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,10,Breteau index,1,Aedes albopictus,14,,NA,,,%,
9629,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,10,Container index,1,Aedes albopictus,8.54,,NA,,,%,
9630,HUBEI_15,Hubei,SHouse indexyan,NA,110.81,32.83,2010,10,House index,1,Aedes albopictus,12,,NA,,,%,
9631,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,10,Labor hour,1,Aedes albopictus,6,,NA,,,individuals/(person，hour),
9632,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,11,Breteau index,1,Aedes albopictus,6,,NA,,,%,
9633,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,11,Container index,1,Aedes albopictus,3.37,,NA,,,%,
9634,HUBEI_15,Hubei,SHouse indexyan,NA,110.81,32.83,2010,11,House index,1,Aedes albopictus,4,,NA,,,%,
9635,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,11,Labor hour,1,Aedes albopictus,2,,NA,,,individuals/(person，hour),
9636,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,12,Breteau index,1,Aedes albopictus,0,,NA,,,%,
9637,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,12,Container index,1,Aedes albopictus,0,,NA,,,%,
9638,HUBEI_15,Hubei,SHouse indexyan,NA,110.81,32.83,2010,12,House index,1,Aedes albopictus,0,,NA,,,%,
9639,HUBEI_15,Hubei,Shiyan,NA,110.81,32.83,2010,12,Labor hour,1,Aedes albopictus,0,,NA,,,individuals/(person，hour),
9640,HUBEI_16,Hubei,Huanggang,Wuxue,115.56,29.84,2009,8,Light trapping(UV),2,Culex tritaeniorhynchus,,2755,NA,,,,
9641,HUBEI_16,Hubei,Huanggang,Wuxue,115.56,29.84,2009,8,Light trapping(UV),2,Armigeres subalbatus,,55,NA,,,,
9642,HUBEI_16,Hubei,Huanggang,Wuxue,115.56,29.84,2009,8,Light trapping(UV),2,Culex pipiens quinquefasciatus,,96,NA,,,,
9643,HUBEI_16,Hubei,Huanggang,Wuxue,115.56,29.84,2009,8,Light trapping(UV),2,Anopheles sinensis,,2528,NA,,,,
9644,HUBEI_16,Hubei,Huanggang,Wuxue,115.56,29.84,2009,8,Light trapping(UV),2,Culex,,60,NA,,,,
9645,HUBEI_16,Hubei,Xianning,Tongcheng,113.82,29.25,2009,8,Light trapping(UV),2,Culex tritaeniorhynchus,,2350,NA,,,,
9646,HUBEI_16,Hubei,Xianning,Tongcheng,113.82,29.25,2009,8,Light trapping(UV),2,Armigeres subalbatus,,820,NA,,,,
9647,HUBEI_16,Hubei,Xianning,Tongcheng,113.82,29.25,2009,8,Light trapping(UV),2,Culex pipiens quinquefasciatus,,0,NA,,,,
9648,HUBEI_16,Hubei,Xianning,Tongcheng,113.82,29.25,2009,8,Light trapping(UV),2,Anopheles sinensis,,760,NA,,,,
9649,HUBEI_16,Hubei,Xianning,Tongcheng,113.82,29.25,2009,8,Light trapping(UV),2,Culex,,0,NA,,,,
9650,HUBEI_17,Hubei,Enshizhou,NA,109.49,30.27,2010,Total,Light trapping(UV),1,Culex tritaeniorhynchus,,1030,NA,,,,
9651,HUBEI_17,Hubei,Enshizhou,NA,109.49,30.27,2010,Total,Light trapping(UV),1,Armigeres subalbatus,,238,NA,,,,
9652,HUBEI_17,Hubei,Enshizhou,NA,109.49,30.27,2010,Total,Light trapping(UV),1,Culex pipiens quinquefasciatus,,1550,NA,,,,
9653,HUBEI_17,Hubei,Enshizhou,NA,109.49,30.27,2010,Total,Light trapping(UV),1,Anopheles sinensis,,580,NA,,,,
9654,HUBEI_17,Hubei,Enshizhou,NA,109.49,30.27,2010,Total,Light trapping(UV),1,Others,,0,NA,,,,
9655,HUBEI_17,Hubei,Shennongjia,Shennong,110.68,31.74,2010,Total,Light trapping(UV),1,Culex tritaeniorhynchus,,0,NA,,,,
9656,HUBEI_17,Hubei,Shennongjia,Shennong,110.68,31.74,2010,Total,Light trapping(UV),1,Armigeres subalbatus,,900,NA,,,,
9657,HUBEI_17,Hubei,Shennongjia,Shennong,110.68,31.74,2010,Total,Light trapping(UV),1,Culex pipiens quinquefasciatus,,0,NA,,,,
9658,HUBEI_17,Hubei,Shennongjia,Shennong,110.68,31.74,2010,Total,Light trapping(UV),1,Anopheles sinensis,,0,NA,,,,
9659,HUBEI_17,Hubei,Shennongjia,Shennong,110.68,31.74,2010,Total,Light trapping(UV),1,Others,,175,NA,,,,
9660,HUBEI_17,Hubei,Jingzhou,Jiangling,112.42,30.04,2010,Total,Light trapping(UV),1,Culex tritaeniorhynchus,,6040,NA,,,,
9661,HUBEI_17,Hubei,Jingzhou,Jiangling,112.42,30.04,2010,Total,Light trapping(UV),1,Armigeres subalbatus,,0,NA,,,,
9662,HUBEI_17,Hubei,Jingzhou,Jiangling,112.42,30.04,2010,Total,Light trapping(UV),1,Culex pipiens quinquefasciatus,,0,NA,,,,
9663,HUBEI_17,Hubei,Jingzhou,Jiangling,112.42,30.04,2010,Total,Light trapping(UV),1,Anopheles sinensis,,211,NA,,,,
9664,HUBEI_17,Hubei,Jingzhou,Jiangling,112.42,30.04,2010,Total,Light trapping(UV),1,Others,,0,NA,,,,
9665,HUBEI_17,Hubei,Suizhou,NA,113.37,31.72,2010,Total,Light trapping(UV),1,Culex tritaeniorhynchus,,1730,NA,,,,
9666,HUBEI_17,Hubei,Suizhou,NA,113.37,31.72,2010,Total,Light trapping(UV),1,Armigeres subalbatus,,225,NA,,,,
9667,HUBEI_17,Hubei,Suizhou,NA,113.37,31.72,2010,Total,Light trapping(UV),1,Culex pipiens quinquefasciatus,,0,NA,,,,
9668,HUBEI_17,Hubei,Suizhou,NA,113.37,31.72,2010,Total,Light trapping(UV),1,Anopheles sinensis,,116,NA,,,,
9669,HUBEI_17,Hubei,Suizhou,NA,113.37,31.72,2010,Total,Light trapping(UV),1,Others,,50,NA,,,,
9670,HUBEI_18,Hubei,NA,NA,,,2014,Total,Labor hour,1,Culex pipiens quinquefasciatus,,,Plain,,3077,,
9671,HUBEI_18,Hubei,NA,NA,,,2014,Total,Labor hour,1,Culex tritaeniorhynchus,,,Plain,,1537,,
9672,HUBEI_18,Hubei,NA,NA,,,2014,Total,Labor hour,1,Armigeres subalbatus,,,Plain,,314,,
9673,HUBEI_18,Hubei,NA,NA,,,2014,Total,Labor hour,1,Anopheles sinensis,,,Plain,,655,,
9674,HUBEI_18,Hubei,NA,NA,,,2014,Total,Labor hour,1,Aedes albopictus,,,Plain,,12,,
9675,HUBEI_18,Hubei,NA,NA,,,2014,Total,Labor hour,1,Total,,,Plain,,5595,,
9676,HUBEI_18,Hubei,NA,NA,,,2014,Total,Labor hour,1,Culex pipiens quinquefasciatus,,,Hill,,1615,,
9677,HUBEI_18,Hubei,NA,NA,,,2014,Total,Labor hour,1,Culex tritaeniorhynchus,,,Hill,,1093,,
9678,HUBEI_18,Hubei,NA,NA,,,2014,Total,Labor hour,1,Armigeres subalbatus,,,Hill,,1241,,
9679,HUBEI_18,Hubei,NA,NA,,,2014,Total,Labor hour,1,Anopheles sinensis,,,Hill,,573,,
9680,HUBEI_18,Hubei,NA,NA,,,2014,Total,Labor hour,1,Aedes albopictus,,,Hill,,1,,
